Fréquence (Hz);Niveau (dB)
339.820862;-45.343273
340.157318;-45.405350
340.493774;-44.382946
340.830231;-45.616276
341.166687;-47.074535
341.503143;-47.054604
341.839600;-47.986404
342.176056;-47.189224
342.512512;-46.773003
342.848969;-47.331284
343.185425;-48.146473
343.521881;-48.766628
343.858337;-49.542690
344.194794;-50.969330
344.531250;-49.707966
344.867706;-48.852081
345.204163;-49.445583
345.540619;-49.602764
345.877075;-49.586750
346.213531;-50.624905
346.549988;-48.888496
346.886444;-45.901039
347.222900;-45.471210
347.559357;-45.431107
347.895813;-46.073696
348.232269;-46.735626
348.568726;-46.398075
348.905182;-46.921986
349.241638;-49.428932
349.578094;-49.393143
349.914551;-47.634636
350.251007;-48.221107
350.587463;-48.573826
350.923920;-49.493435
351.260376;-49.136345
351.596832;-47.095886
351.933289;-49.783951
352.269745;-51.176792
352.606201;-50.961960
352.942657;-48.674652
353.279114;-50.356018
353.615570;-50.995338
353.952026;-50.210972
354.288483;-47.707146
354.624939;-48.450382
354.961395;-49.622383
355.297852;-50.850994
355.634308;-50.831100
355.970764;-50.714363
356.307220;-50.841953
356.643677;-50.502815
356.980133;-50.686935
357.316589;-49.532257
357.653046;-48.273880
357.989502;-48.256439
358.325958;-50.665127
358.662415;-52.383587
358.998871;-49.476883
359.335327;-47.918205
359.671783;-49.124538
360.008240;-48.251991
360.344696;-47.598644
360.681152;-47.391121
361.017609;-48.572723
361.354065;-48.666412
361.690521;-49.205784
362.026978;-50.335377
362.363434;-47.735359
362.699890;-46.501808
363.036346;-48.057281
363.372803;-45.903206
363.709259;-43.242580
364.045715;-45.200687
364.382172;-47.134712
364.718628;-44.546169
365.055084;-43.623631
365.391541;-43.803028
365.727997;-42.999783
366.064453;-43.885201
366.400909;-42.536232
366.737366;-43.260464
367.073822;-44.807369
367.410278;-43.308964
367.746735;-44.394085
368.083191;-46.852962
368.419647;-44.885090
368.756104;-42.458065
369.092560;-40.699715
369.429016;-43.094749
369.765472;-41.502888
370.101929;-41.010803
370.438385;-40.658955
370.774841;-42.135925
371.111298;-40.799034
371.447754;-43.659744
371.784210;-41.577129
372.120667;-41.348534
372.457123;-43.405071
372.793579;-40.905144
373.130035;-42.398758
373.466492;-41.187283
373.802948;-39.481186
374.139404;-37.556458
374.475861;-39.012402
